"gene"	"adj.pval.TimePoint"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g231770"	2.26977564142679e-29	"Scaffold_11"	22208396	22220228	NA	NA	NA	NA	NA
"PGEN_.00g017320"	5.65418030119939e-29	"Scaffold_01"	46778649	46781301	NA	NA	NA	NA	NA
"PGEN_.00g120380"	1.01790965415937e-28	"Scaffold_05"	45416815	45417542	NA	NA	NA	NA	NA
"PGEN_.00g000280"	2.39895019298755e-28	"Scaffold_01"	402378	436712	"Q8ZXT3"	"Y1111_PYRAE"	"Uncharacterized protein PAE1111"	""	""
"PGEN_.00g299000"	3.1035075234234e-28	"Scaffold_15"	5115847	5179865	"Q9Y6R7"	"FCGBP_HUMAN"	"IgGFc-binding protein (Fcgamma-binding protein antigen) (FcgammaBP)"	"GO:0070062"	"extracellular exosome [GO:0070062]"
"PGEN_.00g143270"	7.12142792033779e-28	"Scaffold_06"	36978300	36978638	NA	NA	NA	NA	NA
"PGEN_.00g164020"	3.72928784832445e-27	"Scaffold_07"	30603488	30671660	"P16066"	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; G protein-coupled peptide receptor activity [GO:0008528]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; body fluid secretion [GO:0007589]; cell surface receptor signaling pathway [GO:0007166]; cGMP biosynthetic process [GO:0006182]; cGMP-mediated signaling [GO:0019934]; dopamine metabolic process [GO:0042417]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP-mediated signaling [GO:0010753]; positive regulation of renal sodium excretion [GO:0035815]; positive regulation of urine volume [GO:0035810]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood pressure [GO:0008217]; regulation of blood vessel diameter [GO:0097746]; regulation of cardiac conduction [GO:1903779]; regulation of vascular permeability [GO:0043114]; signal transduction [GO:0007165]"
"PGEN_.00g026390"	2.25285267184595e-26	"Scaffold_01"	72980147	73044811	NA	NA	NA	NA	NA
"PGEN_.00g100950"	2.37051245268965e-26	"Scaffold_04"	57885900	57886430	NA	NA	NA	NA	NA
"PGEN_.00g203100"	1.16506097047165e-25	"Scaffold_09"	35711968	35717966	NA	NA	NA	NA	NA
"PGEN_.00g342450"	4.50773502430739e-24	"Scaffold_18"	9065419	9065829	NA	NA	NA	NA	NA
"PGEN_.00g175550"	3.60996491775544e-23	"Scaffold_08"	20144628	20151783	"Q2TAD9"	"CYR1B_XENLA"	"Cysteine and histidine-rich protein 1-B"	"GO:0005737; GO:0008270"	"cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]"
"PGEN_.00g129780"	4.02438692681737e-23	"Scaffold_06"	2364924	2385026	"P61315"	"G3ST3_MOUSE"	"Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"	"GO:0001733; GO:0009247; GO:0016021; GO:0032580; GO:0050694"	"Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; galactose 3-O-sulfotransferase activity [GO:0050694]; galactosylceramide sulfotransferase activity [GO:0001733]; glycolipid biosynthetic process [GO:0009247]"
"PGEN_.00g186170"	1.06701242209091e-22	"Scaffold_08"	47597455	47626960	"P82251"	"BAT1_HUMAN"	"b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)"	"GO:0005886; GO:0005887; GO:0006865; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605; GO:0050900; GO:0065003"	"apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; L-amino acid transmembrane transporter activity [GO:0015179]; L-cystine transmembrane transporter activity [GO:0015184]; neutral amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605]; amino acid transport [GO:0006865]; L-cystine transport [GO:0015811]; leukocyte migration [GO:0050900]; neutral amino acid transport [GO:0015804]; protein-containing complex assembly [GO:0065003]"
"PGEN_.00g291920"	5.96778592042356e-22	"Scaffold_14"	35980565	35989129	NA	NA	NA	NA	NA
"PGEN_.00g202890"	1.15388767130997e-21	"Scaffold_09"	34966465	34976473	"Q5WA50"	"CTR2_OCTVU"	"Cephalotocin receptor 2"	"GO:0005000; GO:0005886; GO:0007186; GO:0016021; GO:0016500; GO:0046887"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein-hormone receptor activity [GO:0016500]; vasopressin receptor activity [GO:0005000]; G protein-coupled receptor signaling pathway [GO:0007186]; positive regulation of hormone secretion [GO:0046887]"
"PGEN_.00g153580"	2.39439941170542e-21	"Scaffold_07"	2326054	2404467	"Q3UCV8"	"OTUL_MOUSE"	"Ubiquitin thioesterase otulin (EC 3.4.19.12) (Deubiquitinating enzyme otulin) (OTU domain-containing deubiquitinase with linear linkage specificity) (Ubiquitin thioesterase Gumby)"	"GO:0002040; GO:0004843; GO:0005737; GO:0008234; GO:0010803; GO:0016055; GO:0032088; GO:0045087; GO:0050728; GO:0060828; GO:0070431; GO:1990108"	"cytoplasm [GO:0005737]; cysteine-type peptidase activity [GO:0008234]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; innate immune response [GO:0045087]; negative regulation of inflammatory response [GO:0050728]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]; protein linear deubiquitination [GO:1990108]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; sprouting angiogenesis [GO:0002040]; Wnt signaling pathway [GO:0016055]"
"PGEN_.00g329510"	9.43931985268908e-21	"Scaffold_17"	6825594	6845919	"Q0VAA2"	"LR74A_HUMAN"	"Leucine-rich repeat-containing protein 74A (Leucine-rich repeat-containing protein 74)"	""	""
"PGEN_.00g279870"	1.00007705019208e-20	"Scaffold_14"	9058523	9112116	"P00522"	"ABL_DROME"	"Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson)"	"GO:0001764; GO:0003382; GO:0003401; GO:0004713; GO:0004715; GO:0005524; GO:0005737; GO:0005829; GO:0005911; GO:0005912; GO:0005927; GO:0005938; GO:0007268; GO:0007303; GO:0007370; GO:0007391; GO:0007409; GO:0007411; GO:0007417; GO:0007419; GO:0007611; GO:0008045; GO:0008064; GO:0008360; GO:0010592; GO:0010977; GO:0016199; GO:0018108; GO:0019897; GO:0021785; GO:0030424; GO:0031647; GO:0032880; GO:0045179; GO:0045202; GO:0045886; GO:0046777; GO:0046827; GO:0048749; GO:0048813; GO:0072499"	"adherens junction [GO:0005912]; apical cortex [GO:0045179]; axon [GO:0030424]; cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]; muscle tendon junction [GO:0005927]; synapse [GO:0045202]; ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713]; axis elongation [GO:0003401]; axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; axonogenesis [GO:0007409]; branchiomotor neuron axon guidance [GO:0021785]; central nervous system development [GO:0007417]; chemical synaptic transmission [GO:0007268]; compound eye development [GO:0048749]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; dendrite morphogenesis [GO:0048813]; dorsal closure [GO:0007391]; epithelial cell morphogenesis [GO:0003382]; learning or memory [GO:0007611]; motor neuron axon guidance [GO:0008045]; negative regulation of neuron projection development [GO:0010977]; negative regulation of synaptic growth at neuromuscular junction [GO:0045886]; neuron migration [GO:0001764]; peptidyl-tyrosine phosphorylation [GO:0018108]; photoreceptor cell axon guidance [GO:0072499]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of protein export from nucleus [GO:0046827]; protein autophosphorylation [GO:0046777]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of cell shape [GO:0008360]; regulation of protein localization [GO:0032880]; regulation of protein stability [GO:0031647]; ventral cord development [GO:0007419]; ventral furrow formation [GO:0007370]"
"PGEN_.00g103590"	1.89510585621586e-20	"Scaffold_04"	64746021	64753853	NA	NA	NA	NA	NA
"PGEN_.00g127570"	1.92564645832372e-20	"Scaffold_05"	63496499	63500613	NA	NA	NA	NA	NA
"PGEN_.00g194760"	2.21138482827122e-20	"Scaffold_09"	10315046	10324136	NA	NA	NA	NA	NA
"PGEN_.00g139610"	2.63638739386629e-20	"Scaffold_06"	26155545	26189403	NA	NA	NA	NA	NA
"PGEN_.00g201390"	4.16950690483677e-20	"Scaffold_09"	31114371	31153455	"Q6WV19"	"GALT2_DROME"	"Polypeptide N-acetylgalactosaminyltransferase 2 (pp-GaNTase 2) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2)"	"GO:0000139; GO:0004653; GO:0005794; GO:0005795; GO:0006486; GO:0009312; GO:0016021; GO:0030246; GO:0046872"	"Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; oligosaccharide biosynthetic process [GO:0009312]; protein glycosylation [GO:0006486]"
"PGEN_.00g253880"	4.16950690483677e-20	"Scaffold_12"	34081663	34093822	"P13360"	"GLAS_DROME"	"Protein glass"	"GO:0000981; GO:0001745; GO:0001751; GO:0001752; GO:0003677; GO:0005634; GO:0006355; GO:0007601; GO:0007605; GO:0009649; GO:0010114; GO:0035271; GO:0043153; GO:0045944; GO:0046530; GO:0046872; GO:0060086"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; circadian temperature homeostasis [GO:0060086]; compound eye morphogenesis [GO:0001745]; compound eye photoreceptor cell differentiation [GO:0001751]; compound eye photoreceptor fate commitment [GO:0001752]; entrainment of circadian clock [GO:0009649]; entrainment of circadian clock by photoperiod [GO:0043153]; photoreceptor cell differentiation [GO:0046530]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; response to red light [GO:0010114]; ring gland development [GO:0035271]; sensory perception of sound [GO:0007605]; visual perception [GO:0007601]"
"PGEN_.00g299840"	4.86076650924282e-20	"Scaffold_15"	7038040	7046342	NA	NA	NA	NA	NA
"PGEN_.00g068950"	6.09739178182803e-20	"Scaffold_03"	30577439	30718554	"Q86UB9"	"TM135_HUMAN"	"Transmembrane protein 135 (Peroxisomal membrane protein 52) (PMP52)"	"GO:0005777; GO:0005778; GO:0005811; GO:0007031; GO:0009409; GO:0016021; GO:0031966; GO:0032094; GO:0090140"	"integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; mitochondrial membrane [GO:0031966]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]; peroxisome organization [GO:0007031]; regulation of mitochondrial fission [GO:0090140]; response to cold [GO:0009409]; response to food [GO:0032094]"
"PGEN_.00g294360"	1.55942079473501e-19	"Scaffold_14"	41219559	41225820	NA	NA	NA	NA	NA
"PGEN_.00g216290"	1.56551692080345e-19	"Scaffold_10"	32485490	32510624	"Q5XPI4"	"RN123_HUMAN"	"E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123)"	"GO:0004842; GO:0005737; GO:0005829; GO:0016579; GO:0031965; GO:0046872; GO:0051603"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear membrane [GO:0031965]; metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]; protein deubiquitination [GO:0016579]; proteolysis involved in cellular protein catabolic process [GO:0051603]"
"PGEN_.00g316050"	2.37463116745763e-19	"Scaffold_16"	459215	459469	NA	NA	NA	NA	NA
"PGEN_.00g210020"	5.61693264619856e-19	"Scaffold_10"	16060275	16060970	NA	NA	NA	NA	NA
"PGEN_.00g295480"	1.89124305172689e-18	"Scaffold_14"	43606617	43620277	NA	NA	NA	NA	NA
"PGEN_.00g134400"	2.15854749325072e-18	"Scaffold_06"	13548708	13578024	"P61315"	"G3ST3_MOUSE"	"Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"	"GO:0001733; GO:0009247; GO:0016021; GO:0032580; GO:0050694"	"Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; galactose 3-O-sulfotransferase activity [GO:0050694]; galactosylceramide sulfotransferase activity [GO:0001733]; glycolipid biosynthetic process [GO:0009247]"
"PGEN_.00g065810"	3.39051207597271e-18	"Scaffold_03"	21694162	21695921	NA	NA	NA	NA	NA
"PGEN_.00g273120"	4.89848113307781e-18	"Scaffold_13"	36730996	36746071	"O26153"	"IPK_METTH"	"Isopentenyl phosphate kinase (IPK) (EC 2.7.4.26)"	"GO:0005524; GO:0008299; GO:0016301; GO:0102043"	"ATP binding [GO:0005524]; isopentenyl phosphate kinase activity [GO:0102043]; kinase activity [GO:0016301]; isoprenoid biosynthetic process [GO:0008299]"
"PGEN_.00g073580"	5.04059623288011e-18	"Scaffold_03"	43761204	43771849	NA	NA	NA	NA	NA
"PGEN_.00g018310"	9.66936934218977e-18	"Scaffold_01"	49450969	49487609	NA	NA	NA	NA	NA
"PGEN_.00g216490"	1.32291980591186e-17	"Scaffold_10"	32951119	32952069	NA	NA	NA	NA	NA
"PGEN_.00g034500"	5.90814827608456e-17	"Scaffold_02"	4049426	4050256	NA	NA	NA	NA	NA
"PGEN_.00g153440"	5.97814441838439e-17	"Scaffold_07"	1957825	2067352	"O77245"	"E75_METEN"	"Nuclear hormone receptor E75 (Nuclear receptor subfamily 1 group D member 3)"	"GO:0003700; GO:0003707; GO:0005634; GO:0008270; GO:0043565"	"nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]"
"PGEN_.00g082390"	6.18829960878072e-17	"Scaffold_04"	9894020	9900405	"Q8BR93"	"HARB1_MOUSE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872"	"centriolar satellite [GO:0034451]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]"
"PGEN_.00g110040"	6.68108596976389e-17	"Scaffold_05"	15239795	15283665	NA	NA	NA	NA	NA
"PGEN_.00g292950"	8.19794185652858e-17	"Scaffold_14"	37989702	38015242	NA	NA	NA	NA	NA
"PGEN_.00g144300"	1.44650719860945e-16	"Scaffold_06"	39219154	39219912	NA	NA	NA	NA	NA
"PGEN_.00g147630"	1.588650644593e-16	"Scaffold_06"	47986935	48045629	NA	NA	NA	NA	NA
"PGEN_.00g004460"	2.54263779738588e-16	"Scaffold_01"	11427039	11435852	NA	NA	NA	NA	NA
"PGEN_.00g065830"	2.56116930458939e-16	"Scaffold_03"	21728812	21807530	"Q8WUA2"	"PPIL4_HUMAN"	"Peptidyl-prolyl cis-trans isomerase-like 4 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL4) (Rotamase PPIL4)"	"GO:0003723; GO:0003755; GO:0005634; GO:0005654; GO:0005829; GO:1901407"	"cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]; regulation of phosphorylation of RNA polymerase II C-terminal domain [GO:1901407]"
"PGEN_.00g017310"	3.25841708208503e-16	"Scaffold_01"	46757099	46776661	NA	NA	NA	NA	NA
"PGEN_.00g108510"	3.77590311846228e-16	"Scaffold_05"	11325835	11347220	"B0KTX4"	"UBIG_PSEPG"	"Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)"	"GO:0006744; GO:0008425; GO:0008689; GO:0032259"	"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity [GO:0008425]; 3-demethylubiquinone-9 3-O-methyltransferase activity [GO:0008689]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]"
"PGEN_.00g336350"	4.26163467259808e-16	"Scaffold_17"	27471023	27538687	NA	NA	NA	NA	NA
"PGEN_.00g139570"	7.09107542994825e-16	"Scaffold_06"	25736847	25737710	NA	NA	NA	NA	NA
"PGEN_.00g271330"	7.72795751314814e-16	"Scaffold_13"	31941686	31993638	"Q6UX71"	"PXDC2_HUMAN"	"Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)"	"GO:0016021"	"integral component of membrane [GO:0016021]"
