"gene"	"adj.pval.treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g328960"	9.82572596999356e-14	"Scaffold_17"	4818154	4836910	"B3EWZ8"	"ECT_ACRMI"	"Ectin (Fragment)"	"GO:0005576"	"extracellular region [GO:0005576]"
"PGEN_.00g106980"	1.12761794779553e-13	"Scaffold_05"	8052151	8066334	NA	NA	NA	NA	NA
"PGEN_.00g197680"	1.12761794779553e-13	"Scaffold_09"	19259544	19259813	NA	NA	NA	NA	NA
"PGEN_.00g069870"	2.76302452952158e-13	"Scaffold_03"	32918963	32934808	NA	NA	NA	NA	NA
"PGEN_.00g271680"	3.26322501503817e-13	"Scaffold_13"	33018431	33030805	"Q5U504"	"KLH40_XENLA"	"Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5)"	"GO:0005737; GO:0031397; GO:0031398; GO:0031463; GO:0031672; GO:0031674; GO:0032436; GO:0048741; GO:0098528"	"A band [GO:0031672]; Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; I band [GO:0031674]; negative regulation of protein ubiquitination [GO:0031397]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; skeletal muscle fiber development [GO:0048741]; skeletal muscle fiber differentiation [GO:0098528]"
"PGEN_.00g123920"	4.36043884420326e-13	"Scaffold_05"	54424415	54448483	NA	NA	NA	NA	NA
"PGEN_.00g083000"	4.59225713500429e-13	"Scaffold_04"	11153462	11153812	NA	NA	NA	NA	NA
"PGEN_.00g342450"	4.59225713500429e-13	"Scaffold_18"	9065419	9065829	NA	NA	NA	NA	NA
"PGEN_.00g235940"	5.81060090043738e-13	"Scaffold_11"	33688830	33694844	"Q4UMH6"	"Y381_RICFE"	"Putative ankyrin repeat protein RF_0381"	"GO:0015969"	"guanosine tetraphosphate metabolic process [GO:0015969]"
"PGEN_.00g010200"	5.93720703237034e-13	"Scaffold_01"	26980659	27012263	"Q99JR5"	"TINAL_MOUSE"	"Tubulointerstitial nephritis antigen-like (Adrenocortical zonation factor 1) (AZ-1) (Androgen-regulated gene 1 protein) (Tubulointerstitial nephritis antigen-related protein) (TARP)"	"GO:0005615; GO:0005737; GO:0007155; GO:0008234; GO:0043236; GO:0062023"	"collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; cysteine-type peptidase activity [GO:0008234]; laminin binding [GO:0043236]; cell adhesion [GO:0007155]"
"PGEN_.00g003330"	8.31418567881298e-13	"Scaffold_01"	8257067	8258104	NA	NA	NA	NA	NA
"PGEN_.00g127570"	2.35257446161577e-12	"Scaffold_05"	63496499	63500613	NA	NA	NA	NA	NA
"PGEN_.00g286080"	2.55433138980638e-12	"Scaffold_14"	24120924	24142993	NA	NA	NA	NA	NA
"PGEN_.00g257440"	3.06413359830926e-12	"Scaffold_12"	44266515	44288977	NA	NA	NA	NA	NA
"PGEN_.00g143270"	3.65790323132583e-12	"Scaffold_06"	36978300	36978638	NA	NA	NA	NA	NA
"PGEN_.00g069450"	3.66313723545745e-12	"Scaffold_03"	32158794	32161618	"Q7Z5P9"	"MUC19_HUMAN"	"Mucin-19 (MUC-19)"	"GO:0002223; GO:0005576; GO:0005796; GO:0005886; GO:0016266"	"extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; O-glycan processing [GO:0016266]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]"
"PGEN_.00g116210"	3.66313723545745e-12	"Scaffold_05"	33340256	33342488	NA	NA	NA	NA	NA
"PGEN_.00g316170"	7.79580501318026e-12	"Scaffold_16"	790566	822937	"Q5ZIJ9"	"MIB2_CHICK"	"E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)"	"GO:0004842; GO:0005737; GO:0007219; GO:0008270; GO:0016567"	"cytoplasm [GO:0005737]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; Notch signaling pathway [GO:0007219]; protein ubiquitination [GO:0016567]"
"PGEN_.00g326080"	7.79580501318026e-12	"Scaffold_16"	28626678	28627715	NA	NA	NA	NA	NA
"PGEN_.00g175550"	7.9464080183836e-12	"Scaffold_08"	20144628	20151783	"Q2TAD9"	"CYR1B_XENLA"	"Cysteine and histidine-rich protein 1-B"	"GO:0005737; GO:0008270"	"cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]"
"PGEN_.00g131450"	1.28723928714644e-11	"Scaffold_06"	6355593	6357141	NA	NA	NA	NA	NA
"PGEN_.00g095890"	2.13790860129807e-11	"Scaffold_04"	45509173	45513558	NA	NA	NA	NA	NA
"PGEN_.00g183880"	2.13790860129807e-11	"Scaffold_08"	41644440	41659729	"P21894"	"SYAC_BOMMO"	"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)"	"GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270"	"cytoplasm [GO:0005737]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]"
"PGEN_.00g279710"	3.05695356967197e-11	"Scaffold_14"	8544876	8566105	NA	NA	NA	NA	NA
"PGEN_.00g080730"	3.46804117350259e-11	"Scaffold_04"	5825594	5830161	NA	NA	NA	NA	NA
"PGEN_.00g263900"	3.76118826496974e-11	"Scaffold_13"	11831965	11889896	"Q9VZZ4"	"PXDN_DROME"	"Peroxidasin (EC 1.11.1.7)"	"GO:0004601; GO:0005615; GO:0006909; GO:0006979; GO:0019806; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0046872; GO:0062023; GO:0070831"	"collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; bromide peroxidase activity [GO:0019806]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; basement membrane assembly [GO:0070831]; collagen fibril organization [GO:0030199]; extracellular matrix organization [GO:0030198]; hydrogen peroxide catabolic process [GO:0042744]; phagocytosis [GO:0006909]; response to oxidative stress [GO:0006979]"
"PGEN_.00g224670"	3.92709209479067e-11	"Scaffold_11"	21430	33788	"Q24307"	"DIAP2_DROME"	"Death-associated inhibitor of apoptosis 2 (Apoptosis 2 inhibitor) (IAP homolog A) (IAP-like protein) (ILP) (dILP) (Inhibitor of apoptosis 2)"	"GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0006964; GO:0008270; GO:0016567; GO:0022416; GO:0031398; GO:0031625; GO:0043027; GO:0043066; GO:0043154; GO:0043281; GO:0045087; GO:0048471; GO:0050829; GO:0061057; GO:0061630; GO:0070534; GO:0070936; GO:0089720; GO:1990001"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; caspase binding [GO:0089720]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; chaeta development [GO:0022416]; defense response to Gram-negative bacterium [GO:0050829]; inhibition of cysteine-type endopeptidase activity involved in apoptotic process [GO:1990001]; innate immune response [GO:0045087]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; peptidoglycan recognition protein signaling pathway [GO:0061057]; positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria [GO:0006964]; positive regulation of protein ubiquitination [GO:0031398]; protein K48-linked ubiquitination [GO:0070936]; protein K63-linked ubiquitination [GO:0070534]; protein ubiquitination [GO:0016567]; regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043281]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"PGEN_.00g063860"	4.06313497898296e-11	"Scaffold_03"	16121565	16194929	"P9WKC0"	"Y1425_MYCTO"	"Putative diacyglycerol O-acyltransferase MT1468 (EC 2.3.1.20) (Putative triacylglycerol synthase MT1468)"	"GO:0004144; GO:0006071; GO:0019432"	"diacylglycerol O-acyltransferase activity [GO:0004144]; glycerol metabolic process [GO:0006071]; triglyceride biosynthetic process [GO:0019432]"
"PGEN_.00g164020"	4.6172363635912e-11	"Scaffold_07"	30603488	30671660	"P16066"	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; G protein-coupled peptide receptor activity [GO:0008528]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; body fluid secretion [GO:0007589]; cell surface receptor signaling pathway [GO:0007166]; cGMP biosynthetic process [GO:0006182]; cGMP-mediated signaling [GO:0019934]; dopamine metabolic process [GO:0042417]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP-mediated signaling [GO:0010753]; positive regulation of renal sodium excretion [GO:0035815]; positive regulation of urine volume [GO:0035810]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood pressure [GO:0008217]; regulation of blood vessel diameter [GO:0097746]; regulation of cardiac conduction [GO:1903779]; regulation of vascular permeability [GO:0043114]; signal transduction [GO:0007165]"
"PGEN_.00g193590"	7.18394083502794e-11	"Scaffold_09"	6762215	6762706	NA	NA	NA	NA	NA
"PGEN_.00g108510"	8.74982689690491e-11	"Scaffold_05"	11325835	11347220	"B0KTX4"	"UBIG_PSEPG"	"Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)"	"GO:0006744; GO:0008425; GO:0008689; GO:0032259"	"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity [GO:0008425]; 3-demethylubiquinone-9 3-O-methyltransferase activity [GO:0008689]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]"
"PGEN_.00g171780"	9.96268008687557e-11	"Scaffold_08"	9763601	9786077	"P97363"	"SPTC2_MOUSE"	"Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"	"GO:0004758; GO:0005739; GO:0006686; GO:0016021; GO:0017059; GO:0030148; GO:0030170; GO:0046511; GO:0046512; GO:0046513; GO:0060612; GO:1904504"	"integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; serine C-palmitoyltransferase complex [GO:0017059]; pyridoxal phosphate binding [GO:0030170]; serine C-palmitoyltransferase activity [GO:0004758]; adipose tissue development [GO:0060612]; ceramide biosynthetic process [GO:0046513]; positive regulation of lipophagy [GO:1904504]; sphinganine biosynthetic process [GO:0046511]; sphingolipid biosynthetic process [GO:0030148]; sphingomyelin biosynthetic process [GO:0006686]; sphingosine biosynthetic process [GO:0046512]"
"PGEN_.00g243120"	1.07841526076715e-10	"Scaffold_12"	2015031	2025800	NA	NA	NA	NA	NA
"PGEN_.00g109080"	1.12744082045768e-10	"Scaffold_05"	12925421	12965069	"Q7Z407"	"CSMD3_HUMAN"	"CUB and sushi domain-containing protein 3 (CUB and sushi multiple domains protein 3)"	"GO:0005886; GO:0016021; GO:0050773"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; regulation of dendrite development [GO:0050773]"
"PGEN_.00g077070"	1.20010622512154e-10	"Scaffold_03"	54609767	54610342	NA	NA	NA	NA	NA
"PGEN_.00g090920"	1.60471160797238e-10	"Scaffold_04"	31884305	31889100	NA	NA	NA	NA	NA
"PGEN_.00g150000"	2.19710877423356e-10	"Scaffold_06"	54115055	54118574	NA	NA	NA	NA	NA
"PGEN_.00g050170"	2.26774424876586e-10	"Scaffold_02"	47298190	47299423	NA	NA	NA	NA	NA
"PGEN_.00g186170"	2.88310710645434e-10	"Scaffold_08"	47597455	47626960	"P82251"	"BAT1_HUMAN"	"b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)"	"GO:0005886; GO:0005887; GO:0006865; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605; GO:0050900; GO:0065003"	"apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; L-amino acid transmembrane transporter activity [GO:0015179]; L-cystine transmembrane transporter activity [GO:0015184]; neutral amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605]; amino acid transport [GO:0006865]; L-cystine transport [GO:0015811]; leukocyte migration [GO:0050900]; neutral amino acid transport [GO:0015804]; protein-containing complex assembly [GO:0065003]"
"PGEN_.00g334400"	3.54604761710629e-10	"Scaffold_17"	21776739	21871098	"O01761"	"UNC89_CAEEL"	"Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"	"GO:0004672; GO:0005089; GO:0005524; GO:0010628; GO:0014722; GO:0017048; GO:0019902; GO:0030241; GO:0031034; GO:0031430; GO:0031672; GO:0034613; GO:0040017; GO:0045214; GO:0045989; GO:0060298; GO:0071688; GO:0090736; GO:1905552; GO:1905905"	"A band [GO:0031672]; M band [GO:0031430]; ATP binding [GO:0005524]; MATH domain binding [GO:0090736]; phosphatase binding [GO:0019902]; protein kinase activity [GO:0004672]; Rho GTPase binding [GO:0017048]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; cellular protein localization [GO:0034613]; myosin filament assembly [GO:0031034]; pharyngeal gland morphogenesis [GO:1905905]; positive regulation of gene expression [GO:0010628]; positive regulation of locomotion [GO:0040017]; positive regulation of protein localization to endoplasmic reticulum [GO:1905552]; positive regulation of sarcomere organization [GO:0060298]; positive regulation of striated muscle contraction [GO:0045989]; regulation of skeletal muscle contraction by calcium ion signaling [GO:0014722]; sarcomere organization [GO:0045214]; skeletal muscle myosin thick filament assembly [GO:0030241]; striated muscle myosin thick filament assembly [GO:0071688]"
"PGEN_.00g122230"	3.69286937107588e-10	"Scaffold_05"	49655390	49656016	NA	NA	NA	NA	NA
"PGEN_.00g097550"	3.78965473433377e-10	"Scaffold_04"	49794445	49794803	NA	NA	NA	NA	NA
"PGEN_.00g204470"	4.26148320093131e-10	"Scaffold_10"	450153	503366	"P41221"	"WNT5A_HUMAN"	"Protein Wnt-5a"	"GO:0000187; GO:0001736; GO:0001756; GO:0001837; GO:0001938; GO:0001947; GO:0002053; GO:0002088; GO:0002741; GO:0003323; GO:0003402; GO:0003408; GO:0003700; GO:0005109; GO:0005115; GO:0005125; GO:0005543; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0007223; GO:0007257; GO:0007411; GO:0007442; GO:0007494; GO:0008584; GO:0008595; GO:0009986; GO:0010033; GO:0010595; GO:0010628; GO:0010800; GO:0010820; GO:0010976; GO:0016055; GO:0019904; GO:0021891; GO:0030182; GO:0030216; GO:0030324; GO:0030514; GO:0030665; GO:0030666; GO:0030669; GO:0031012; GO:0032092; GO:0032148; GO:0032729; GO:0032755; GO:0033138; GO:0034613; GO:0035567; GO:0036342; GO:0036517; GO:0036518; GO:0038031; GO:0040037; GO:0042060; GO:0042733; GO:0043032; GO:0043066; GO:0043122; GO:0044212; GO:0045080; GO:0045165; GO:0045198; GO:0045599; GO:0045732; GO:0045745; GO:0045766; GO:0045778; GO:0045807; GO:0045836; GO:0045892; GO:0045893; GO:0045944; GO:0048018; GO:0048022; GO:0048146; GO:0048341; GO:0048570; GO:0048706; GO:0048806; GO:0048843; GO:0048850; GO:0050680; GO:0050718; GO:0050727; GO:0050729; GO:0050807; GO:0051092; GO:0051216; GO:0051885; GO:0051964; GO:0060028; GO:0060029; GO:0060065; GO:0060067; GO:0060068; GO:0060070; GO:0060071; GO:0060157; GO:0060324; GO:0060340; GO:0060599; GO:0060638; GO:0060686; GO:0060744; GO:0060750; GO:0060760; GO:0060762; GO:0060775; GO:0060809; GO:0060907; GO:0061024; GO:0061036; GO:0061347; GO:0061348; GO:0061349; GO:0061350; GO:0061354; GO:0062009; GO:0070062; GO:0070245; GO:0071222; GO:0071277; GO:0071300; GO:0071346; GO:0071425; GO:0071560; GO:0072201; GO:0090009; GO:0090037; GO:0090090; GO:0090103; GO:0090179; GO:0090630; GO:0097325; GO:0098794; GO:0098978; GO:0099054; GO:0099068; GO:0099175; GO:0099566; GO:0150012; GO:1900020; GO:1901216; GO:1902379; GO:1902474; GO:1903827; GO:1904469; GO:1904861; GO:1904862; GO:1904934; GO:1904938; GO:1904953; GO:1904955; GO:2000049; GO:2000052; GO:2000484"	"cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; clathrin-coated vesicle membrane [GO:0030665]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; chemoattractant activity involved in axon guidance [GO:1902379]; cytokine activity [GO:0005125]; DNA-binding transcription factor activity [GO:0003700]; frizzled binding [GO:0005109]; phospholipid binding [GO:0005543]; protein domain specific binding [GO:0019904]; receptor ligand activity [GO:0048018]; receptor tyrosine kinase-like orphan receptor binding [GO:0005115]; transcription regulatory region DNA binding [GO:0044212]; activation of GTPase activity [GO:0090630]; activation of JUN kinase activity [GO:0007257]; activation of MAPK activity [GO:0000187]; activation of protein kinase B activity [GO:0032148]; anterior/posterior axis specification, embryo [GO:0008595]; axon guidance [GO:0007411]; canonical Wnt signaling pathway [GO:0060070]; cartilage development [GO:0051216]; cell fate commitment [GO:0045165]; cellular protein localization [GO:0034613]; cellular response to calcium ion [GO:0071277]; cellular response to interferon-gamma [GO:0071346]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to retinoic acid [GO:0071300]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cervix development [GO:0060067]; chemoattraction of serotonergic neuron axon [GO:0036517]; chemorepulsion of dopaminergic neuron axon [GO:0036518]; cochlea morphogenesis [GO:0090103]; convergent extension involved in axis elongation [GO:0060028]; convergent extension involved in organogenesis [GO:0060029]; embryonic digit morphogenesis [GO:0042733]; embryonic skeletal system development [GO:0048706]; epithelial cell proliferation involved in mammary gland duct elongation [GO:0060750]; epithelial to mesenchymal transition [GO:0001837]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of planar polarity [GO:0001736]; excitatory synapse assembly [GO:1904861]; face development [GO:0060324]; genitalia development [GO:0048806]; heart looping [GO:0001947]; hematopoietic stem cell proliferation [GO:0071425]; hindgut morphogenesis [GO:0007442]; hypophysis morphogenesis [GO:0048850]; inhibitory synapse assembly [GO:1904862]; keratinocyte differentiation [GO:0030216]; lateral sprouting involved in mammary gland duct morphogenesis [GO:0060599]; lens development in camera-type eye [GO:0002088]; lung development [GO:0030324]; male gonad development [GO:0008584]; mammary gland branching involved in thelarche [GO:0060744]; melanocyte proliferation [GO:0097325]; membrane organization [GO:0061024]; mesenchymal-epithelial cell signaling [GO:0060638]; mesodermal to mesenchymal transition involved in gastrulation [GO:0060809]; midgut development [GO:0007494]; negative regulation of apoptotic process [GO:0043066]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell proliferation in midbrain [GO:1904934]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of melanin biosynthetic process [GO:0048022]; negative regulation of mesenchymal cell proliferation [GO:0072201]; negative regulation of prostatic bud formation [GO:0060686]; negative regulation of synapse assembly [GO:0051964]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron differentiation [GO:0030182]; non-canonical Wnt signaling pathway [GO:0035567]; non-canonical Wnt signaling pathway via JNK cascade [GO:0038031]; notochord morphogenesis [GO:0048570]; olfactory bulb interneuron development [GO:0021891]; optic cup formation involved in camera-type eye development [GO:0003408]; paraxial mesoderm formation [GO:0048341]; planar cell polarity pathway involved in axis elongation [GO:0003402]; planar cell polarity pathway involved in axon guidance [GO:1904938]; planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:0061350]; planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:0061349]; planar cell polarity pathway involved in gastrula mediolateral intercalation [GO:0060775]; planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation [GO:1904955]; planar cell polarity pathway involved in neural tube closure [GO:0090179]; planar cell polarity pathway involved in outflow tract morphogenesis [GO:0061347]; planar cell polarity pathway involved in pericardium morphogenesis [GO:0061354]; planar cell polarity pathway involved in ventricular septum morphogenesis [GO:0061348]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cartilage development [GO:0061036]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; positive regulation of chemokine biosynthetic process [GO:0045080]; positive regulation of cytokine secretion involved in immune response [GO:0002741]; positive regulation of endocytosis [GO:0045807]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of G protein-coupled receptor signaling pathway [GO:0045745]; positive regulation of gene expression [GO:0010628]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-1 beta secretion [GO:0050718]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 secretion [GO:2000484]; positive regulation of macrophage activation [GO:0043032]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of meiotic nuclear division [GO:0045836]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of neuron death [GO:1901216]; positive regulation of neuron projection arborization [GO:0150012]; positive regulation of neuron projection development [GO:0010976]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical Wnt signaling pathway [GO:2000052]; positive regulation of ossification [GO:0045778]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein binding [GO:0032092]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein kinase C activity [GO:1900020]; positive regulation of protein kinase C signaling [GO:0090037]; positive regulation of protein localization to synapse [GO:1902474]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of T cell chemotaxis [GO:0010820]; positive regulation of thymocyte apoptotic process [GO:0070245]; positive regulation of timing of anagen [GO:0051885]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of tumor necrosis factor secretion [GO:1904469]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; post-anal tail morphogenesis [GO:0036342]; postsynapse assembly [GO:0099068]; presynapse assembly [GO:0099054]; primitive streak formation [GO:0090009]; regulation of branching involved in mammary gland duct morphogenesis [GO:0060762]; regulation of cellular protein localization [GO:1903827]; regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043122]; regulation of inflammatory response [GO:0050727]; regulation of postsynapse organization [GO:0099175]; regulation of postsynaptic cytosolic calcium ion concentration [GO:0099566]; regulation of synapse organization [GO:0050807]; response to organic substance [GO:0010033]; secondary palate development [GO:0062009]; somitogenesis [GO:0001756]; type B pancreatic cell development [GO:0003323]; urinary bladder development [GO:0060157]; uterus development [GO:0060065]; vagina development [GO:0060068]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway, calcium modulating pathway [GO:0007223]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]; wound healing [GO:0042060]"
