"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","TP","gene","uniprot","uniprot_taxa.id"
"554","GO:0090051",0.0148295789217842,0.999476379347083,2,4,"negative regulation of cell migration involved in sprouting angiogenesis","BP","P","developmental processes","Day145","PGEN_.00g242340","Q01705","NOTC1"
"555","GO:0048709",0.0160493201933898,0.998336192573799,3,11,"oligodendrocyte differentiation","BP","P","developmental processes","Day145","PGEN_.00g047880","P57103","NAC3"
"556","GO:0048709",0.0160493201933898,0.998336192573799,3,11,"oligodendrocyte differentiation","BP","P","developmental processes","Day145","PGEN_.00g242340","Q01705","NOTC1"
"557","GO:0048709",0.0160493201933898,0.998336192573799,3,11,"oligodendrocyte differentiation","BP","P","developmental processes","Day145","PGEN_.00g009140","Q8BYM5","NLGN3"
"558","GO:0061333",0.0170352851856541,0.999352124268497,2,4,"renal tubule morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g171350","Q8R1S4","MTSS1"
"559","GO:0061333",0.0170352851856541,0.999352124268497,2,4,"renal tubule morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g171340","O43312","MTSS1"
"560","GO:0048667",0.0181524264842226,0.999489955154046,2,3,"cell morphogenesis involved in neuron differentiation","BP","P","developmental processes","Day145","PGEN_.00g057650","Q28205","TBCD"
"561","GO:0048667",0.0181524264842226,0.999489955154046,2,3,"cell morphogenesis involved in neuron differentiation","BP","P","developmental processes","Day145","PGEN_.00g232390","Q90600","RB"
"562","GO:0072102",0.0189138180300893,0.999239031718118,2,4,"glomerulus morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g171350","Q8R1S4","MTSS1"
"563","GO:0072102",0.0189138180300893,0.999239031718118,2,4,"glomerulus morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g171340","O43312","MTSS1"
"564","GO:0021785",0.0228237200161322,0.999273215071295,2,3,"branchiomotor neuron axon guidance","BP","P","developmental processes","Day145","PGEN_.00g279870","P00522","ABL"
"565","GO:0021785",0.0228237200161322,0.999273215071295,2,3,"branchiomotor neuron axon guidance","BP","P","developmental processes","Day145","PGEN_.00g087190","O75592","MYCB2"
"566","GO:0010832",0.0240850971576292,0.997154322432863,3,10,"negative regulation of myotube differentiation","BP","P","developmental processes","Day145","PGEN_.00g242340","Q01705","NOTC1"
"567","GO:0010832",0.0240850971576292,0.997154322432863,3,10,"negative regulation of myotube differentiation","BP","P","developmental processes","Day145","PGEN_.00g264510","P83038","HDAC4"
"568","GO:0010832",0.0240850971576292,0.997154322432863,3,10,"negative regulation of myotube differentiation","BP","P","developmental processes","Day145","PGEN_.00g105500","P06731","CEAM5"
"569","GO:0060027",0.0253734067261233,0.999143470965375,2,3,"convergent extension involved in gastrulation","BP","P","developmental processes","Day145","PGEN_.00g111560","Q90Z05","VNG2B"
"570","GO:0060027",0.0253734067261233,0.999143470965375,2,3,"convergent extension involved in gastrulation","BP","P","developmental processes","Day145","PGEN_.00g036790","Q08BI9","MCU"
"571","GO:0021587",0.028509965517928,0.998205491334578,2,6,"cerebellum morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g134810","P18887","XRCC1"
"572","GO:0021587",0.028509965517928,0.998205491334578,2,6,"cerebellum morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g010620","O75581","LRP6"
"573","GO:0001890",0.0307274902570102,0.995705810367314,3,14,"placenta development","BP","P","developmental processes","Day145","PGEN_.00g211830","P16056","MET"
"574","GO:0001890",0.0307274902570102,0.995705810367314,3,14,"placenta development","BP","P","developmental processes","Day145","PGEN_.00g020710","Q13686","ALKB1"
"575","GO:0001890",0.0307274902570102,0.995705810367314,3,14,"placenta development","BP","P","developmental processes","Day145","PGEN_.00g272660","Q13490","BIRC2"
"576","GO:0003429",0.0308345757633162,0.995741419323083,3,13,"growth plate cartilage chondrocyte morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g198010","P05099","MATN1"
"577","GO:0003429",0.0308345757633162,0.995741419323083,3,13,"growth plate cartilage chondrocyte morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g127990","Q60847","COCA1"
"578","GO:0003429",0.0308345757633162,0.995741419323083,3,13,"growth plate cartilage chondrocyte morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g034040","O89029","MATN4"
"579","GO:0035116",0.0345431203240102,0.997771908088973,2,5,"embryonic hindlimb morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g242340","Q01705","NOTC1"
"580","GO:0035116",0.0345431203240102,0.997771908088973,2,5,"embryonic hindlimb morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g173900","Q8CG73","FTM"
"581","GO:0031175",0.0398142647547406,0.986135129543044,7,56,"neuron projection development","BP","P","developmental processes","Day145","PGEN_.00g149640","Q80YX1","TENA"
"582","GO:0031175",0.0398142647547406,0.986135129543044,7,56,"neuron projection development","BP","P","developmental processes","Day145","PGEN_.00g232390","Q90600","RB"
"583","GO:0031175",0.0398142647547406,0.986135129543044,7,56,"neuron projection development","BP","P","developmental processes","Day145","PGEN_.00g301440","Q5T5Y3","CAMP1"
"584","GO:0031175",0.0398142647547406,0.986135129543044,7,56,"neuron projection development","BP","P","developmental processes","Day145","PGEN_.00g234980","Q15262","PTPRK"
"585","GO:0031175",0.0398142647547406,0.986135129543044,7,56,"neuron projection development","BP","P","developmental processes","Day145","PGEN_.00g020710","Q13686","ALKB1"
"586","GO:0031175",0.0398142647547406,0.986135129543044,7,56,"neuron projection development","BP","P","developmental processes","Day145","PGEN_.00g050270","P59759","MRTFB"
"587","GO:0031175",0.0398142647547406,0.986135129543044,7,56,"neuron projection development","BP","P","developmental processes","Day145","PGEN_.00g101900","P35822","PTPRK"
"588","GO:0061344",0.0419837999983979,1,1,1,"regulation of cell adhesion involved in heart morphogenesis","BP","P","developmental processes","Day145","PGEN_.00g242340","Q01705","NOTC1"
"589","GO:0060447",0.0480750547672736,1,1,1,"bud outgrowth involved in lung branching","BP","P","developmental processes","Day145","PGEN_.00g149640","Q80YX1","TENA"
"590","GO:0060739",0.0480750547672736,1,1,1,"mesenchymal-epithelial cell signaling involved in prostate gland development","BP","P","developmental processes","Day145","PGEN_.00g149640","Q80YX1","TENA"
"870","GO:0007417",0.00982699735172173,0.99901255196017,3,54,"central nervous system development","BP","P","developmental processes","Persistent","PGEN_.00g078310","P35992","PTP10"
"871","GO:0007417",0.00982699735172173,0.99901255196017,3,54,"central nervous system development","BP","P","developmental processes","Persistent","PGEN_.00g218470","O14594","NCAN"
"872","GO:0007417",0.00982699735172173,0.99901255196017,3,54,"central nervous system development","BP","P","developmental processes","Persistent","PGEN_.00g279870","P00522","ABL"
"873","GO:0060447",0.0103188886304862,1,1,1,"bud outgrowth involved in lung branching","BP","P","developmental processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"874","GO:0060739",0.0103188886304862,1,1,1,"mesenchymal-epithelial cell signaling involved in prostate gland development","BP","P","developmental processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"875","GO:2000290",0.0116580902728822,1,1,1,"regulation of myotome development","BP","P","developmental processes","Persistent","PGEN_.00g062630","A0JMD4","TPC2"
"876","GO:0030182",0.0150460408759456,0.998234771454084,3,51,"neuron differentiation","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"877","GO:0030182",0.0150460408759456,0.998234771454084,3,51,"neuron differentiation","BP","P","developmental processes","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"878","GO:0030182",0.0150460408759456,0.998234771454084,3,51,"neuron differentiation","BP","P","developmental processes","Persistent","PGEN_.00g211830","P16056","MET"
"879","GO:0003402",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in axis elongation","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"880","GO:0003408",0.0151247005802078,1,1,1,"optic cup formation involved in camera-type eye development","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"881","GO:0048850",0.0151247005802078,1,1,1,"hypophysis morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"882","GO:0051885",0.0151247005802078,1,1,1,"positive regulation of timing of anagen","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"883","GO:0060157",0.0151247005802078,1,1,1,"urinary bladder development","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"884","GO:0060599",0.0151247005802078,1,1,1,"lateral sprouting involved in mammary gland duct morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"885","GO:0061348",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in ventricular septum morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"886","GO:0061349",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in cardiac right atrium morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"887","GO:0061354",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in pericardium morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"888","GO:0007370",0.0151805784672552,1,1,1,"ventral furrow formation","BP","P","developmental processes","Persistent","PGEN_.00g279870","P00522","ABL"
"889","GO:0042475",0.0153103890379344,0.99914517442625,2,20,"odontogenesis of dentin-containing tooth","BP","P","developmental processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"890","GO:0042475",0.0153103890379344,0.99914517442625,2,20,"odontogenesis of dentin-containing tooth","BP","P","developmental processes","Persistent","PGEN_.00g190430","O75096","LRP4"
"891","GO:0014902",0.0171976386402607,0.999889312303616,1,4,"myotube differentiation","BP","P","developmental processes","Persistent","PGEN_.00g211830","P16056","MET"
"892","GO:0055013",0.0172731043174929,0.999888335158232,1,4,"cardiac muscle cell development","BP","P","developmental processes","Persistent","PGEN_.00g211830","P16056","MET"
"893","GO:0060173",0.0213611605830905,0.998572269985308,2,21,"limb development","BP","P","developmental processes","Persistent","PGEN_.00g167410","Q9Y2V3","RX"
"894","GO:0060173",0.0213611605830905,0.998572269985308,2,21,"limb development","BP","P","developmental processes","Persistent","PGEN_.00g190430","O75096","LRP4"
"895","GO:0060665",0.0216818858448249,0.999882267829342,1,2,"regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling","BP","P","developmental processes","Persistent","PGEN_.00g211830","P16056","MET"
"896","GO:0072205",0.0232203041852629,0.999864861287379,1,2,"metanephric collecting duct development","BP","P","developmental processes","Persistent","PGEN_.00g049510","Q8TDM6","DLG5"
"897","GO:0060762",0.0235609090479373,0.999791682887932,1,4,"regulation of branching involved in mammary gland duct morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"898","GO:0060686",0.027680464318031,0.999743762466354,1,3,"negative regulation of prostatic bud formation","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"899","GO:0021891",0.0280407817132635,0.999802438942355,1,2,"olfactory bulb interneuron development","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"900","GO:0030502",0.0283835744072231,0.999797543357036,1,2,"negative regulation of bone mineralization","BP","P","developmental processes","Persistent","PGEN_.00g252700","Q9ESQ5","TRPM4"
"901","GO:0060067",0.0290324193301521,0.999788110398912,1,2,"cervix development","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"902","GO:0009953",0.029555391907463,0.997590056673424,2,32,"dorsal/ventral pattern formation","BP","P","developmental processes","Persistent","PGEN_.00g014370","Q11002","CANA"
"903","GO:0009953",0.029555391907463,0.997590056673424,2,32,"dorsal/ventral pattern formation","BP","P","developmental processes","Persistent","PGEN_.00g190430","O75096","LRP4"
"904","GO:0048341",0.0306336316304862,0.999685746113589,1,3,"paraxial mesoderm formation","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"905","GO:0001764",0.0309673166708977,0.995207817518929,3,57,"neuron migration","BP","P","developmental processes","Persistent","PGEN_.00g035760","Q13976","KGP1"
"906","GO:0001764",0.0309673166708977,0.995207817518929,3,57,"neuron migration","BP","P","developmental processes","Persistent","PGEN_.00g211830","P16056","MET"
"907","GO:0001764",0.0309673166708977,0.995207817518929,3,57,"neuron migration","BP","P","developmental processes","Persistent","PGEN_.00g279870","P00522","ABL"
"908","GO:0008595",0.0311166633497037,0.999635469306185,1,4,"anterior/posterior axis specification, embryo","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"909","GO:0061436",0.0314981445239875,0.999626415150422,1,4,"establishment of skin barrier","BP","P","developmental processes","Persistent","PGEN_.00g211830","P16056","MET"
"910","GO:0048806",0.0321428183320906,0.99973985901878,1,2,"genitalia development","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"911","GO:0060744",0.032639672403822,0.999642912039711,1,3,"mammary gland branching involved in thelarche","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"912","GO:0060740",0.0326631610245911,0.999642394050603,1,3,"prostate gland epithelium morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"913","GO:0060065",0.0330372405031574,0.999634093193627,1,3,"uterus development","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"914","GO:0060446",0.0349763593128043,0.999691519930578,1,2,"branching involved in open tracheal system development","BP","P","developmental processes","Persistent","PGEN_.00g078310","P35992","PTP10"
"915","GO:0061036",0.0363802880923284,0.999467617547324,1,5,"positive regulation of cartilage development","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"916","GO:0021854",0.0392990106892302,0.999352388791023,1,6,"hypothalamus development","BP","P","developmental processes","Persistent","PGEN_.00g167410","Q9Y2V3","RX"
"917","GO:0021871",0.039833545029579,0.999466394011804,1,3,"forebrain regionalization","BP","P","developmental processes","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"918","GO:0070307",0.0399324575398704,0.999463716177634,1,3,"lens fiber cell development","BP","P","developmental processes","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"919","GO:0007442",0.0402239623881451,0.999455784630413,1,3,"hindgut morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"920","GO:0021785",0.0460796336301323,0.999283862091608,1,3,"branchiomotor neuron axon guidance","BP","P","developmental processes","Persistent","PGEN_.00g279870","P00522","ABL"
"921","GO:0060441",0.0462932043649081,0.999134402638895,1,5,"epithelial tube branching involved in lung morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g049510","Q8TDM6","DLG5"
"922","GO:0048813",0.0464627385696741,0.995158813429314,2,32,"dendrite morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g190430","O75096","LRP4"
"923","GO:0048813",0.0464627385696741,0.995158813429314,2,32,"dendrite morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g279870","P00522","ABL"
"924","GO:0042733",0.0468641978309074,0.995101258070927,2,31,"embryonic digit morphogenesis","BP","P","developmental processes","Persistent","PGEN_.00g190430","O75096","LRP4"
