"","gene","GO.Slim.Term","adj.pval.Initial.Treatment","scaffold","start","end","uniprot.id","uniprot_taxa.id","Uniprot.Name","GO.IDs","GO.Descript"
"47","PGEN_.00g052930","other biological processes",0.000143172749949678,"Scaffold_02",54901352,54952370,"O60341","KDM1A_HUMAN","Lysine-specific histone demethylase 1A (EC 1.-.-.-) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2)","GO:0000122; GO:0000380; GO:0000784; GO:0000790; GO:0001085; GO:0002039; GO:0002052; GO:0003682; GO:0005634; GO:0005654; GO:0005667; GO:0006357; GO:0006482; GO:0007596; GO:0008134; GO:0010569; GO:0010976; GO:0016491; GO:0019899; GO:0021987; GO:0030374; GO:0032091; GO:0032451; GO:0032452; GO:0032453; GO:0032454; GO:0032991; GO:0033169; GO:0033184; GO:0034644; GO:0034648; GO:0034720; GO:0035563; GO:0042162; GO:0042551; GO:0043392; GO:0043426; GO:0043433; GO:0043518; GO:0044212; GO:0045793; GO:0045892; GO:0045944; GO:0046098; GO:0050660; GO:0050681; GO:0051091; GO:0051572; GO:0051573; GO:0055001; GO:0060992; GO:0061752; GO:0071320; GO:0071480; GO:0120162; GO:1902166; GO:1903827; GO:1990391; GO:2000179; GO:2000648","DNA repair complex [GO:1990391]; nuclear chromatin [GO:0000790]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]; androgen receptor binding [GO:0050681]; chromatin binding [GO:0003682]; demethylase activity [GO:0032451]; enzyme binding [GO:0019899]; flavin adenine dinucleotide binding [GO:0050660]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-dimethyl-K4 specific) [GO:0034648]; histone demethylase activity (H3-K4 specific) [GO:0032453]; histone demethylase activity (H3-K9 specific) [GO:0032454]; MRF binding [GO:0043426]; nuclear receptor transcription coactivator activity [GO:0030374]; oxidoreductase activity [GO:0016491]; p53 binding [GO:0002039]; RNA polymerase II transcription factor binding [GO:0001085]; telomeric DNA binding [GO:0042162]; telomeric repeat-containing RNA binding [GO:0061752]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; alternative mRNA splicing, via spliceosome [GO:0000380]; blood coagulation [GO:0007596]; cellular response to cAMP [GO:0071320]; cellular response to gamma radiation [GO:0071480]; cellular response to UV [GO:0034644]; cerebral cortex development [GO:0021987]; guanine metabolic process [GO:0046098]; histone H3-K4 demethylation [GO:0034720]; histone H3-K9 demethylation [GO:0033169]; muscle cell development [GO:0055001]; negative regulation of DNA binding [GO:0043392]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of histone H3-K4 methylation [GO:0051572]; negative regulation of histone H3-K9 methylation [GO:0051573]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of protein binding [GO:0032091]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron maturation [GO:0042551]; positive regulation of cell size [GO:0045793]; positive regulation of chromatin binding [GO:0035563]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of histone ubiquitination [GO:0033184]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of neuron projection development [GO:0010976]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein demethylation [GO:0006482]; regulation of cellular protein localization [GO:1903827]; regulation of double-strand break repair via homologous recombination [GO:0010569]; regulation of transcription by RNA polymerase II [GO:0006357]; response to fungicide [GO:0060992]"
"48","PGEN_.00g053860","other biological processes",0.00851316777093629,"Scaffold_02",56826605,56842806,"P14316","IRF2_HUMAN","Interferon regulatory factor 2 (IRF-2)","GO:0000122; GO:0000790; GO:0000977; GO:0000981; GO:0001228; GO:0002376; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0005925; GO:0006355; GO:0007596; GO:0008283; GO:0045944; GO:0051607; GO:0060333; GO:0060337","cytosol [GO:0005829]; focal adhesion [GO:0005925]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; blood coagulation [GO:0007596]; cell population proliferation [GO:0008283]; defense response to virus [GO:0051607]; immune system process [GO:0002376]; interferon-gamma-mediated signaling pathway [GO:0060333]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; type I interferon signaling pathway [GO:0060337]"
"49","PGEN_.00g053950","other biological processes",0.0413241541263184,"Scaffold_02",57085922,57110274,"Q4G0X9","CCD40_HUMAN","Coiled-coil domain-containing protein 40","GO:0001947; GO:0003341; GO:0003351; GO:0003356; GO:0005576; GO:0005737; GO:0005929; GO:0005930; GO:0030317; GO:0030324; GO:0035469; GO:0036159; GO:0044458; GO:0060271; GO:0060287; GO:0070286; GO:0071907; GO:0071910","axoneme [GO:0005930]; cilium [GO:0005929]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; axonemal dynein complex assembly [GO:0070286]; cilium assembly [GO:0060271]; cilium movement [GO:0003341]; determination of digestive tract left/right asymmetry [GO:0071907]; determination of liver left/right asymmetry [GO:0071910]; determination of pancreatic left/right asymmetry [GO:0035469]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; flagellated sperm motility [GO:0030317]; heart looping [GO:0001947]; inner dynein arm assembly [GO:0036159]; lung development [GO:0030324]; motile cilium assembly [GO:0044458]; regulation of cilium beat frequency [GO:0003356]"
"50","PGEN_.00g057390","other biological processes",0.000197861453694902,"Scaffold_02",67930907,67946451,"Q9ES54","NPL4_RAT","Nuclear protein localization protein 4 homolog (Protein NPL4)","GO:0005634; GO:0005829; GO:0006511; GO:0007030; GO:0030970; GO:0031625; GO:0032480; GO:0034098; GO:0036501; GO:0039536; GO:0043130; GO:0043161; GO:0044877; GO:0046872; GO:0051117","cytosol [GO:0005829]; nucleus [GO:0005634]; UFD1-NPL4 complex [GO:0036501]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]; ATPase binding [GO:0051117]; metal ion binding [GO:0046872]; protein-containing complex binding [GO:0044877]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; Golgi organization [GO:0007030]; negative regulation of RIG-I signaling pathway [GO:0039536]; negative regulation of type I interferon production [GO:0032480]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"51","PGEN_.00g058020","other biological processes",1.33809943636905e-05,"Scaffold_02",69422019,69449611,"O46043","PARG_DROME","Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143)","GO:0004649; GO:0005634; GO:0005654; GO:0005737; GO:0005975; GO:0006282; GO:0006342; GO:0009225; GO:0009408; GO:0030576; GO:0035065; GO:0036099; GO:0043484; GO:0051457; GO:1990966","cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; poly(ADP-ribose) glycohydrolase activity [GO:0004649]; ATP generation from poly-ADP-D-ribose [GO:1990966]; Cajal body organization [GO:0030576]; carbohydrate metabolic process [GO:0005975]; chromatin silencing [GO:0006342]; female germ-line stem cell population maintenance [GO:0036099]; maintenance of protein location in nucleus [GO:0051457]; nucleotide-sugar metabolic process [GO:0009225]; regulation of DNA repair [GO:0006282]; regulation of histone acetylation [GO:0035065]; regulation of RNA splicing [GO:0043484]; response to heat [GO:0009408]"
"52","PGEN_.00g059640","other biological processes",0.0343959327953319,"Scaffold_03",4662154,4688430,"O73872","SODC_DANRE","Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)","GO:0004784; GO:0005507; GO:0005576; GO:0005615; GO:0005623; GO:0005634; GO:0005739; GO:0005777; GO:0005829; GO:0009410; GO:0010038; GO:0019430; GO:0051597; GO:0070050","cell [GO:0005623]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisome [GO:0005777]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; neuron cellular homeostasis [GO:0070050]; removal of superoxide radicals [GO:0019430]; response to metal ion [GO:0010038]; response to methylmercury [GO:0051597]; response to xenobiotic stimulus [GO:0009410]"
"53","PGEN_.00g060160","other biological processes",0.0343959327953319,"Scaffold_03",6535523,6547593,"Q9Y385","UB2J1_HUMAN","Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e)","GO:0005524; GO:0005789; GO:0007286; GO:0016021; GO:0018279; GO:0030433; GO:0031625; GO:0042534; GO:0061631; GO:1904153","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; negative regulation of retrograde protein transport, ER to cytosol [GO:1904153]; protein N-linked glycosylation via asparagine [GO:0018279]; regulation of tumor necrosis factor biosynthetic process [GO:0042534]; spermatid development [GO:0007286]; ubiquitin-dependent ERAD pathway [GO:0030433]"
"54","PGEN_.00g060440","other biological processes",5.83388075688202e-07,"Scaffold_03",7414090,7419610,"Q99MV1","TDRD1_MOUSE","Tudor domain-containing protein 1","GO:0005737; GO:0005829; GO:0007275; GO:0007281; GO:0007283; GO:0031047; GO:0033391; GO:0034587; GO:0043046; GO:0043186; GO:0046872; GO:0051321; GO:0071546; GO:1990904","chromatoid body [GO:0033391]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; P granule [GO:0043186]; pi-body [GO:0071546]; ribonucleoprotein complex [GO:1990904]; metal ion binding [GO:0046872]; DNA methylation involved in gamete generation [GO:0043046]; gene silencing by RNA [GO:0031047]; germ cell development [GO:0007281]; meiotic cell cycle [GO:0051321]; multicellular organism development [GO:0007275]; piRNA metabolic process [GO:0034587]; spermatogenesis [GO:0007283]"
"55","PGEN_.00g061400","other biological processes",0.0318817537627073,"Scaffold_03",9920058,9941963,"O35115","FHL2_RAT","Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3)","GO:0000122; GO:0001649; GO:0005634; GO:0006357; GO:0008134; GO:0009725; GO:0030018; GO:0031430; GO:0042802; GO:0043066; GO:0045892; GO:0046872; GO:0055014; GO:0055015; GO:0060347; GO:0070885","M band [GO:0031430]; nucleus [GO:0005634]; Z disc [GO:0030018]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; transcription factor binding [GO:0008134]; atrial cardiac muscle cell development [GO:0055014]; heart trabecula formation [GO:0060347]; negative regulation of apoptotic process [GO:0043066]; negative regulation of calcineurin-NFAT signaling cascade [GO:0070885]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; osteoblast differentiation [GO:0001649]; regulation of transcription by RNA polymerase II [GO:0006357]; response to hormone [GO:0009725]; ventricular cardiac muscle cell development [GO:0055015]"
"56","PGEN_.00g062630","other biological processes",2.56875886841803e-07,"Scaffold_03",13089701,13121485,"A0JMD4","TPC2_DANRE","Two pore calcium channel protein 2 (Voltage-dependent calcium channel protein TPC2)","GO:0005245; GO:0005623; GO:0005764; GO:0005765; GO:0006939; GO:0014866; GO:0016021; GO:0019722; GO:0034765; GO:0072345; GO:2000290","cell [GO:0005623]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; NAADP-sensitive calcium-release channel activity [GO:0072345]; voltage-gated calcium channel activity [GO:0005245]; calcium-mediated signaling [GO:0019722]; regulation of ion transmembrane transport [GO:0034765]; regulation of myotome development [GO:2000290]; skeletal myofibril assembly [GO:0014866]; smooth muscle contraction [GO:0006939]"
"57","PGEN_.00g063680","other biological processes",6.54277545955274e-05,"Scaffold_03",15798272,15815921,"Q9GUM2","BRE4_CAEEL","Beta-1,4-N-acetylgalactosaminyltransferase bre-4 (EC 2.4.1.-) (Bacillus thuringiensis toxin-resistant protein 4) (Bt toxin-resistant protein 4) (Beta-4-GalNAcT)","GO:0005975; GO:0006486; GO:0008376; GO:0009636; GO:0016021; GO:0033207; GO:0045747; GO:0046872","integral component of membrane [GO:0016021]; acetylgalactosaminyltransferase activity [GO:0008376]; beta-1,4-N-acetylgalactosaminyltransferase activity [GO:0033207]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]; positive regulation of Notch signaling pathway [GO:0045747]; protein glycosylation [GO:0006486]; response to toxic substance [GO:0009636]"
"58","PGEN_.00g064750","other biological processes",0.00105550473109118,"Scaffold_03",18858106,18897343,"Q8C8M1","SHCAF_MOUSE","SIN3-HDAC complex-associated factor (Protein FAM60A) (Tera protein)","GO:0008284; GO:0016580; GO:0030336; GO:0045596","Sin3 complex [GO:0016580]; negative regulation of cell differentiation [GO:0045596]; negative regulation of cell migration [GO:0030336]; positive regulation of cell population proliferation [GO:0008284]"
"59","PGEN_.00g064870","other biological processes",8.25489786869488e-14,"Scaffold_03",19283190,19298099,"Q61102","ABCB7_MOUSE","ATP-binding cassette sub-family B member 7, mitochondrial (ATP-binding cassette transporter 7) (ABC transporter 7 protein)","GO:0005524; GO:0005623; GO:0005739; GO:0005743; GO:0006879; GO:0016021; GO:0016887; GO:0042626","cell [GO:0005623]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; cellular iron ion homeostasis [GO:0006879]"
"60","PGEN_.00g065950","other biological processes",1.70627465124926e-06,"Scaffold_03",22305616,22370797,"O73925","KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)","GO:0005249; GO:0005251; GO:0005516; GO:0005546; GO:0005737; GO:0005783; GO:0005886; GO:0008076; GO:0015271; GO:0016323; GO:0030659; GO:0034702; GO:0034765; GO:0045121; GO:0048839; GO:0050892; GO:0060453; GO:0070293; GO:0086009","basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; ion channel complex [GO:0034702]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]; calmodulin binding [GO:0005516]; delayed rectifier potassium channel activity [GO:0005251]; outward rectifier potassium channel activity [GO:0015271]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; voltage-gated potassium channel activity [GO:0005249]; inner ear development [GO:0048839]; intestinal absorption [GO:0050892]; membrane repolarization [GO:0086009]; regulation of gastric acid secretion [GO:0060453]; regulation of ion transmembrane transport [GO:0034765]; renal absorption [GO:0070293]"
"61","PGEN_.00g066340","other biological processes",0.00207220286911339,"Scaffold_03",23576108,23642329,"A2ASS6","TITIN_MOUSE","Titin (EC 2.7.11.1) (Connectin)","GO:0000794; GO:0001701; GO:0001756; GO:0002020; GO:0003007; GO:0003300; GO:0004674; GO:0004713; GO:0005200; GO:0005509; GO:0005516; GO:0005524; GO:0005859; GO:0005865; GO:0006936; GO:0007507; GO:0007512; GO:0008307; GO:0010628; GO:0010737; GO:0019899; GO:0019901; GO:0021591; GO:0030016; GO:0030017; GO:0030018; GO:0030240; GO:0030241; GO:0030506; GO:0031430; GO:0031433; GO:0031672; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043056; GO:0043621; GO:0045214; GO:0045859; GO:0048739; GO:0048769; GO:0050714; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055002; GO:0055003; GO:0055008; GO:0060048; GO:0060419; GO:0071688; GO:1901897","A band [GO:0031672]; condensed nuclear chromosome [GO:0000794]; I band [GO:0031674]; M band [GO:0031430]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; sarcomere [GO:0030017]; striated muscle thin filament [GO:0005865]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; actinin binding [GO:0042805]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; muscle alpha-actinin binding [GO:0051371]; protease binding [GO:0002020]; protein kinase binding [GO:0019901]; protein self-association [GO:0043621]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of muscle [GO:0008307]; telethonin binding [GO:0031433]; adult heart development [GO:0007512]; cardiac muscle contraction [GO:0060048]; cardiac muscle fiber development [GO:0048739]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; regulation of relaxation of cardiac muscle [GO:1901897]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; striated muscle myosin thick filament assembly [GO:0071688]; ventricular system development [GO:0021591]"
