"uniprot.id"	"gene"	"adj.pval.treatment"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
NA	"PGEN_.00g069870"	1.0897094571863e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g090920"	1.12136882839785e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g285330"	1.13391652803318e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g342450"	1.31333834690568e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q2PC93"	"PGEN_.00g309060"	1.61664832469656e-11	103	1587	1747	"sp|Q2PC93|SSPO_CHICK"	133	1604	0	33.354	1577	"SSPO_CHICK"	"SCO-spondin"	"SSPO"	"Gallus gallus (Chicken)"	"GO:0005615; GO:0007155; GO:0007399; GO:0030154"
NA	"PGEN_.00g210020"	1.61664832469656e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g095890"	2.07738101286556e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q7Z407"	"PGEN_.00g109080"	2.75456448967372e-11	2758	3263	576	"sp|Q7Z407|CSMD3_HUMAN"	95	595	2.25e-58	30.739	514	"CSMD3_HUMAN"	"CUB and sushi domain-containing protein 3 (CUB and sushi multiple domains protein 3)"	"CSMD3 KIAA1894"	"Homo sapiens (Human)"	"GO:0005886; GO:0016021; GO:0050773"
NA	"PGEN_.00g279710"	3.11059536179988e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q90744"	"PGEN_.00g092070"	4.93062352326007e-11	1	381	1110	"sp|Q90744|NAGAB_CHICK"	29	412	3.28e-149	52.564	390	"NAGAB_CHICK"	"Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)"	"NAGA"	"Gallus gallus (Chicken)"	"GO:0004557; GO:0005737; GO:0005764; GO:0008456; GO:0009311; GO:0016139; GO:0046477"
"Q7Z7A1"	"PGEN_.00g277430"	5.95269575485667e-11	1311	1730	463	"sp|Q7Z7A1|CNTRL_HUMAN"	13	458	3.11e-45	30.512	449	"CNTRL_HUMAN"	"Centriolin (Centrosomal protein 1) (Centrosomal protein of 110 kDa) (Cep110)"	"CNTRL CEP1 CEP110"	"Homo sapiens (Human)"	"GO:0000086; GO:0005813; GO:0005815; GO:0005829; GO:0008092; GO:0010389; GO:0016020; GO:0051301; GO:0051493; GO:0090543; GO:0097711; GO:0120103"
"Q62210"	"PGEN_.00g224670"	6.5982863393242e-11	46	416	353	"sp|Q62210|BIRC2_MOUSE"	311	652	1.65e-33	27.66	376	"BIRC2_MOUSE"	"Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (Inhibitor of apoptosis protein 2) (mIAP2) (RING-type E3 ubiquitin transferase BIRC2)"	"Birc2"	"Mus musculus (Mouse)"	"GO:0000209; GO:0001666; GO:0001741; GO:0001890; GO:0003713; GO:0004842; GO:0005634; GO:0005737; GO:0008270; GO:0009898; GO:0016740; GO:0031398; GO:0032991; GO:0035631; GO:0042802; GO:0042981; GO:0043027; GO:0043066; GO:0043123; GO:0043130; GO:0043154; GO:0043161; GO:0044877; GO:0045121; GO:0045471; GO:0047485; GO:0051087; GO:0051291; GO:0051591; GO:0051726; GO:0060544; GO:0060546; GO:0061630; GO:0070266; GO:0071356; GO:0098770; GO:1901222; GO:1902443; GO:1902523; GO:1902524; GO:1902527; GO:1902916; GO:1990001; GO:2000377"
NA	"PGEN_.00g080730"	6.61666582568831e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q4UMH6"	"PGEN_.00g235940"	9.32123611919596e-11	632	1130	448	"sp|Q4UMH6|Y381_RICFE"	575	1099	1.06e-43	26.212	557	"Y381_RICFE"	"Putative ankyrin repeat protein RF_0381"	"RF_0381"	"Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi)"	"GO:0015969"
"P16066"	"PGEN_.00g164020"	1.02282180686748e-10	58	1056	1467	"sp|P16066|ANPRA_HUMAN"	164	1180	0	35.943	1060	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"NPR1 ANPRA"	"Homo sapiens (Human)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"
NA	"PGEN_.00g081970"	1.36793921083373e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8JHV9"	"PGEN_.00g076180"	2.79527204907005e-10	139	240	255	"sp|Q8JHV9|BIR7A_XENLA"	127	222	1.74e-24	44.118	102	"BIR7A_XENLA"	"Baculoviral IAP repeat-containing protein 7-A (EC 2.3.2.27) (E3 ubiquitin-protein ligase EIAP-A) (Embryonic/Egg IAP) (xEIAP/XLX) (Inhibitor of apoptosis-like protein) (IAP-like protein) (RING-type E3 ubiquitin transferase EIAP-A) (XIAP homolog XLX) (XLX)"	"birc7-a"	"Xenopus laevis (African clawed frog)"	"GO:0005737; GO:0007275; GO:0016740; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0051865"
"P61315"	"PGEN_.00g134400"	3.06501010937553e-10	66	399	329	"sp|P61315|G3ST3_MOUSE"	93	408	9.67e-33	30.484	351	"G3ST3_MOUSE"	"Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"	"Gal3st3"	"Mus musculus (Mouse)"	"GO:0001733; GO:0009247; GO:0016021; GO:0032580; GO:0050694"
NA	"PGEN_.00g257440"	3.3241996118829e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g106980"	3.38293742973752e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9UHD2"	"PGEN_.00g220380"	3.78099933596344e-10	1	629	1104	"sp|Q9UHD2|TBK1_HUMAN"	4	647	3.56e-137	36.93	658	"TBK1_HUMAN"	"Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)"	"TBK1 NAK"	"Homo sapiens (Human)"	"GO:0003676; GO:0004672; GO:0004674; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0006954; GO:0007249; GO:0009615; GO:0010008; GO:0010629; GO:0016032; GO:0016239; GO:0018105; GO:0018107; GO:0019903; GO:0032479; GO:0032480; GO:0032481; GO:0032606; GO:0032727; GO:0032728; GO:0033138; GO:0035666; GO:0042802; GO:0043123; GO:0043231; GO:0044565; GO:0045087; GO:0045359; GO:0045944; GO:0050830; GO:0051219; GO:0051607; GO:0060340; GO:0071345; GO:1901214; GO:1904417"
"Q9VZZ4"	"PGEN_.00g263900"	3.93069999971765e-10	878	1325	576	"sp|Q9VZZ4|PXDN_DROME"	125	544	2.08e-62	33.261	463	"PXDN_DROME"	"Peroxidasin (EC 1.11.1.7)"	"Pxn CG12002"	"Drosophila melanogaster (Fruit fly)"	"GO:0004601; GO:0005615; GO:0006909; GO:0006979; GO:0019806; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0046872; GO:0062023; GO:0070831"
"P41221"	"PGEN_.00g204470"	4.10803549494756e-10	26	295	813	"sp|P41221|WNT5A_HUMAN"	10	285	1.18e-106	59.058	276	"WNT5A_HUMAN"	"Protein Wnt-5a"	"WNT5A"	"Homo sapiens (Human)"	"GO:0000187; GO:0001736; GO:0001756; GO:0001837; GO:0001938; GO:0001947; GO:0002053; GO:0002088; GO:0002741; GO:0003323; GO:0003402; GO:0003408; GO:0003700; GO:0005109; GO:0005115; GO:0005125; GO:0005543; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0007223; GO:0007257; GO:0007411; GO:0007442; GO:0007494; GO:0008584; GO:0008595; GO:0009986; GO:0010033; GO:0010595; GO:0010628; GO:0010800; GO:0010820; GO:0010976; GO:0016055; GO:0019904; GO:0021891; GO:0030182; GO:0030216; GO:0030324; GO:0030514; GO:0030665; GO:0030666; GO:0030669; GO:0031012; GO:0032092; GO:0032148; GO:0032729; GO:0032755; GO:0033138; GO:0034613; GO:0035567; GO:0036342; GO:0036517; GO:0036518; GO:0038031; GO:0040037; GO:0042060; GO:0042733; GO:0043032; GO:0043066; GO:0043122; GO:0044212; GO:0045080; GO:0045165; GO:0045198; GO:0045599; GO:0045732; GO:0045745; GO:0045766; GO:0045778; GO:0045807; GO:0045836; GO:0045892; GO:0045893; GO:0045944; GO:0048018; GO:0048022; GO:0048146; GO:0048341; GO:0048570; GO:0048706; GO:0048806; GO:0048843; GO:0048850; GO:0050680; GO:0050718; GO:0050727; GO:0050729; GO:0050807; GO:0051092; GO:0051216; GO:0051885; GO:0051964; GO:0060028; GO:0060029; GO:0060065; GO:0060067; GO:0060068; GO:0060070; GO:0060071; GO:0060157; GO:0060324; GO:0060340; GO:0060599; GO:0060638; GO:0060686; GO:0060744; GO:0060750; GO:0060760; GO:0060762; GO:0060775; GO:0060809; GO:0060907; GO:0061024; GO:0061036; GO:0061347; GO:0061348; GO:0061349; GO:0061350; GO:0061354; GO:0062009; GO:0070062; GO:0070245; GO:0071222; GO:0071277; GO:0071300; GO:0071346; GO:0071425; GO:0071560; GO:0072201; GO:0090009; GO:0090037; GO:0090090; GO:0090103; GO:0090179; GO:0090630; GO:0097325; GO:0098794; GO:0098978; GO:0099054; GO:0099068; GO:0099175; GO:0099566; GO:0150012; GO:1900020; GO:1901216; GO:1902379; GO:1902474; GO:1903827; GO:1904469; GO:1904861; GO:1904862; GO:1904934; GO:1904938; GO:1904953; GO:1904955; GO:2000049; GO:2000052; GO:2000484"
NA	"PGEN_.00g003330"	4.22523897032944e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g208420"	5.1447210896842e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g242670"	6.75728383609363e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P23780"	"PGEN_.00g079760"	9.01613071669845e-10	308	647	561	"sp|P23780|BGAL_MOUSE"	1	295	3.67e-65	38.905	347	"BGAL_MOUSE"	"Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase)"	"Glb1 Bgl Glb-1"	"Mus musculus (Mouse)"	"GO:0004565; GO:0005615; GO:0005737; GO:0005764; GO:0005773; GO:0005794; GO:0016787; GO:0016936; GO:0019388; GO:0042803; GO:0043231; GO:0044262; GO:0051413; GO:1904016"
NA	"PGEN_.00g290940"	1.70463892500561e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g169460"	1.8297769875193e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q09575"	"PGEN_.00g063490"	2.05412743614732e-09	760	855	176	"sp|Q09575|YRD6_CAEEL"	405	500	8.69e-12	33.333	96	"YRD6_CAEEL"	"Uncharacterized protein K02A2.6"	"K02A2.6"	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
NA	"PGEN_.00g010510"	2.5135598417294e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O26153"	"PGEN_.00g273120"	2.74159884895137e-09	2	162	233	"sp|O26153|IPK_METTH"	7	171	3.71e-21	30.357	168	"IPK_METTH"	"Isopentenyl phosphate kinase (IPK) (EC 2.7.4.26)"	"MTH_47"	"Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)"	"GO:0005524; GO:0008299; GO:0016301; GO:0102043"
NA	"PGEN_.00g315900"	3.70108056541122e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g050180"	3.9316747398319e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g137880"	3.9355824149663e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5XPI4"	"PGEN_.00g216290"	5.0548225370403e-09	745	1300	1198	"sp|Q5XPI4|RN123_HUMAN"	169	684	1.28e-147	40.82	561	"RN123_HUMAN"	"E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123)"	"RNF123 KPC1 FP1477"	"Homo sapiens (Human)"	"GO:0004842; GO:0005737; GO:0005829; GO:0016579; GO:0031965; GO:0046872; GO:0051603"
NA	"PGEN_.00g116210"	5.30621301869533e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g240940"	5.30621301869533e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g087040"	7.32451935948731e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P80174"	"PGEN_.00g065700"	7.47365261373629e-09	39	162	325	"sp|P80174|SODC_CARCR"	84	208	8.49e-37	52.381	126	"SODC_CARCR"	"Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)"	""	"Caretta caretta (Loggerhead sea turtle)"	"GO:0004784; GO:0005634; GO:0005737; GO:0046872"
NA	"PGEN_.00g131080"	7.54025133947347e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9C6W5"	"PGEN_.00g236020"	8.10272247334559e-09	81	398	594	"sp|Q9C6W5|AB14G_ARATH"	24	348	1.2e-67	39.818	329	"AB14G_ARATH"	"ABC transporter G family member 14 (ABC transporter ABCG.14) (AtABCG14) (White-brown complex homolog protein 14) (AtWBC14)"	"ABCG14 WBC14 At1g31770 F27M3.2 F5M6.22"	"Arabidopsis thaliana (Mouse-ear cress)"	"GO:0005524; GO:0005886; GO:0010222; GO:0010588; GO:0016021; GO:0016887; GO:0042626; GO:0055085"
NA	"PGEN_.00g247700"	1.06933886934981e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g069550"	1.08125242356118e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g277700"	1.10456392151148e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9EQW7"	"PGEN_.00g309800"	1.12974279319391e-08	248	1475	3128	"sp|Q9EQW7|KI13A_MOUSE"	1	1199	0	53.296	1259	"KI13A_MOUSE"	"Kinesin-like protein KIF13A"	"Kif13a"	"Mus musculus (Mouse)"	"GO:0003777; GO:0005524; GO:0005623; GO:0005813; GO:0005871; GO:0005874; GO:0006886; GO:0007018; GO:0007049; GO:0008017; GO:0008333; GO:0010008; GO:0016887; GO:0030496; GO:0032438; GO:0032465; GO:0032588; GO:0035459; GO:0043001; GO:0051301; GO:0072383"
"Q6WV19"	"PGEN_.00g201390"	1.44028032152445e-08	371	633	475	"sp|Q6WV19|GALT2_DROME"	294	559	1.14e-50	37.868	272	"GALT2_DROME"	"Polypeptide N-acetylgalactosaminyltransferase 2 (pp-GaNTase 2) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2)"	"Pgant2 CG3254"	"Drosophila melanogaster (Fruit fly)"	"GO:0000139; GO:0004653; GO:0005794; GO:0005795; GO:0006486; GO:0009312; GO:0016021; GO:0030246; GO:0046872"
NA	"PGEN_.00g052230"	1.56056694638674e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g069610"	2.0959382802677e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g097550"	2.58926819998443e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P61222"	"PGEN_.00g086840"	2.88032332072807e-08	3	357	1623	"sp|P61222|ABCE1_MOUSE"	13	367	0	83.38	355	"ABCE1_MOUSE"	"ATP-binding cassette sub-family E member 1 (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)"	"Abce1 Rli"	"Mus musculus (Mouse)"	"GO:0000054; GO:0005506; GO:0005524; GO:0005737; GO:0005739; GO:0005829; GO:0006413; GO:0006415; GO:0016887; GO:0043024; GO:0060698; GO:0060702"
NA	"PGEN_.00g211010"	3.23932980908081e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8NDI1"	"PGEN_.00g025100"	4.09517094863242e-08	3	610	1152	"sp|Q8NDI1|EHBP1_HUMAN"	2	616	3.96e-136	40.804	647	"EHBP1_HUMAN"	"EH domain-binding protein 1"	"EHBP1 KIAA0903 NACSIN"	"Homo sapiens (Human)"	"GO:0005654; GO:0005768; GO:0005815; GO:0005829; GO:0005886; GO:0006897; GO:0015031; GO:0030036; GO:0031941"
"P18172"	"PGEN_.00g073310"	5.35488140416108e-08	30	298	475	"sp|P18172|DHGL_DROPS"	102	365	1.22e-52	43.911	271	"DHGL_DROPS"	"Glucose dehydrogenase [FAD, quinone] (EC 1.1.5.9) [Cleaved into: Glucose dehydrogenase [FAD, quinone] short protein]"	"Gld GA11047"	"Drosophila pseudoobscura pseudoobscura (Fruit fly)"	"GO:0005576; GO:0016614; GO:0050660"
"Q07076"	"PGEN_.00g043300"	6.31058524324355e-08	315	463	328	"sp|Q07076|ANXA7_MOUSE"	8	151	1.7e-35	46.309	149	"ANXA7_MOUSE"	"Annexin A7 (Annexin VII) (Annexin-7) (Synexin)"	"Anxa7 Anx7"	"Mus musculus (Mouse)"	"GO:0005178; GO:0005509; GO:0005544; GO:0005623; GO:0005634; GO:0005635; GO:0005789; GO:0005829; GO:0005886; GO:0006874; GO:0006914; GO:0007599; GO:0008283; GO:0008360; GO:0009651; GO:0009992; GO:0010629; GO:0014070; GO:0030855; GO:0031982; GO:0042584; GO:0042802; GO:0048306; GO:0051592; GO:0061025; GO:0062023"
"Q8CHI9"	"PGEN_.00g233560"	6.53026435515224e-08	256	558	434	"sp|Q8CHI9|CHSTF_RAT"	1	301	4.83e-48	32.026	306	"CHSTF_RAT"	"Carbohydrate sulfotransferase 15 (EC 2.8.2.33) (N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase) (GalNAc4S-6ST)"	"Chst15 Galnac4s6st"	"Rattus norvegicus (Rat)"	"GO:0000139; GO:0016021; GO:0019319; GO:0050656; GO:0050659"
NA	"PGEN_.00g068680"	6.6888955712108e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B3EWZ8"	"PGEN_.00g328960"	7.30136346523112e-08	36	217	288	"sp|B3EWZ8|ECT_ACRMI"	100	272	2.33e-28	34.615	182	"ECT_ACRMI"	"Ectin (Fragment)"	""	"Acropora millepora (Staghorn coral) (Heteropora millepora)"	"GO:0005576"
NA	"PGEN_.00g151730"	7.53989460745062e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q2HJF4"	"PGEN_.00g051430"	1.26493504763468e-07	3	286	778	"sp|Q2HJF4|PBLD_BOVIN"	10	291	1.39e-102	55.594	286	"PBLD_BOVIN"	"Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-)"	"PBLD MAWBP"	"Bos taurus (Bovine)"	"GO:0005737; GO:0009058; GO:0010633; GO:0010719; GO:0016853; GO:0030277; GO:0030512; GO:0042802; GO:0050680; GO:0060392; GO:0060394"
NA	"PGEN_.00g177600"	1.47010620093517e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g108700"	2.03075831682636e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g012020"	2.06249213537161e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g328520"	2.09294009657826e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5FVR5"	"PGEN_.00g086400"	2.12545568758739e-07	10	411	570	"sp|Q5FVR5|ACNT2_RAT"	22	440	2.74e-67	37.296	429	"ACNT2_RAT"	"Acyl-coenzyme A amino acid N-acyltransferase 2 (EC 2.3.1.-)"	"Acnat2"	"Rattus norvegicus (Rat)"	"GO:0005777; GO:0006631; GO:0006637; GO:0016410; GO:0047617"
NA	"PGEN_.00g228070"	2.12545568758739e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g134600"	2.3328482389692e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g090230"	2.44451029486499e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q15424"	"PGEN_.00g055620"	2.69248572890765e-07	406	486	399	"sp|Q15424|SAFB1_HUMAN"	426	506	4.67e-38	86.42	81	"SAFB1_HUMAN"	"Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)"	"SAFB HAP HET SAFB1"	"Homo sapiens (Human)"	"GO:0000978; GO:0003682; GO:0003690; GO:0003723; GO:0005634; GO:0005654; GO:0006325; GO:0006357; GO:0030520; GO:0040008; GO:0042445; GO:0043565; GO:0045944; GO:0050684"
NA	"PGEN_.00g198300"	2.84124516790782e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P41500"	"PGEN_.00g028040"	2.89751258242841e-07	9	99	223	"sp|P41500|ACYP1_BOVIN"	12	102	7.47e-24	49.451	91	"ACYP1_BOVIN"	"Acylphosphatase-1 (EC 3.6.1.7) (Acylphosphatase, erythrocyte/testis isozyme) (Acylphosphatase, organ-common type isozyme) (Acylphosphate phosphohydrolase 1)"	"ACYP1 ACYPE"	"Bos taurus (Bovine)"	"GO:0003998"
NA	"PGEN_.00g150000"	3.39141955775132e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q11D10"	"PGEN_.00g279150"	3.7194320423539e-07	1	394	901	"sp|Q11D10|ASSY_CHESB"	1	362	3.74e-118	46.734	398	"ASSY_CHESB"	"Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)"	"argG Meso_3344"	"Chelativorans sp. (strain BNC1)"	"GO:0004055; GO:0005524; GO:0005737; GO:0006526"
NA	"PGEN_.00g066600"	4.14379576210737e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P47791"	"PGEN_.00g227690"	5.1326316382358e-07	37	500	1447	"sp|P47791|GSHR_MOUSE"	2	453	0	63.383	467	"GSHR_MOUSE"	"Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)"	"Gsr Gr1"	"Mus musculus (Mouse)"	"GO:0004362; GO:0005623; GO:0005739; GO:0005829; GO:0006749; GO:0007283; GO:0009055; GO:0009897; GO:0034599; GO:0042802; GO:0043295; GO:0045454; GO:0050660; GO:0050661"
NA	"PGEN_.00g080870"	5.41349190243008e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g220620"	5.61194285471799e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g299150"	5.61194285471799e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g284710"	5.77145450235073e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8TCG1"	"PGEN_.00g067300"	6.91957224083658e-07	1	904	973	"sp|Q8TCG1|CIP2A_HUMAN"	1	935	9e-116	31.045	947	"CIP2A_HUMAN"	"Protein CIP2A (Cancerous inhibitor of PP2A) (p90 autoantigen)"	"CIP2A KIAA1524"	"Homo sapiens (Human)"	"GO:0005737; GO:0005829; GO:0005886; GO:0007283; GO:0016021; GO:0042803; GO:0045296; GO:2000179"
"Q68CJ6"	"PGEN_.00g250420"	7.47286047709439e-07	103	733	423	"sp|Q68CJ6|SLIP_HUMAN"	75	812	1.35e-41	23.709	755	"SLIP_HUMAN"	"Nuclear GTPase SLIP-GC (EC 3.6.1.-) (Speckled-like pattern in the germinal center)"	"NUGGC C8orf80 HMFN0672"	"Homo sapiens (Human)"	"GO:0003924; GO:0005525; GO:0016607; GO:0033262; GO:0043066; GO:0071222"
NA	"PGEN_.00g193590"	8.3298145848034e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q11002"	"PGEN_.00g014370"	8.41767807885918e-07	71	560	1513	"sp|Q11002|CANA_DROME"	116	607	0	57.114	492	"CANA_DROME"	"Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]"	"CalpA CG7563"	"Drosophila melanogaster (Fruit fly)"	"GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007520; GO:0008340; GO:0008345; GO:0009953; GO:0015629; GO:0016322; GO:0016540; GO:0042335; GO:0043025; GO:0050832"
NA	"PGEN_.00g277360"	8.66869711713737e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O43808"	"PGEN_.00g054290"	1.01940111372556e-06	1	300	661	"sp|O43808|PM34_HUMAN"	32	295	1.99e-84	51.316	304	"PM34_HUMAN"	"Peroxisomal membrane protein PMP34 (34 kDa peroxisomal membrane protein) (Solute carrier family 25 member 17)"	"SLC25A17 PMP34"	"Homo sapiens (Human)"	"GO:0000295; GO:0001561; GO:0005347; GO:0005777; GO:0005778; GO:0005779; GO:0006635; GO:0015217; GO:0015228; GO:0015230; GO:0015867; GO:0015908; GO:0016020; GO:0044610; GO:0051087; GO:0051724; GO:0080122"
NA	"PGEN_.00g018260"	1.03412406754788e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g106060"	1.05603164877324e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g065330"	1.07500669212096e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g108490"	1.07500669212096e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
